sentence_id,sentence,entities,chapter
102,A few minutes later the Witch herself walked out on to the top of the hill and came straight across and stood before Aslan .,"[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
103,"The three children , who had not seen her before , felt shudders running down their backs at the sight of her face ; and there were low growls among all the animals present .","[{""text"": ""The three children"", ""canonical"": ""Pevensie Children"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",13
104,Though it was bright sunshine everyone felt suddenly cold .,[],13
105,The only two people present who seemed to be quite at their ease were Aslan and the Witch herself .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",13
106,It was the oddest thing to see those two faces -- the golden face and the dead - white face -- so close together .,"[{""text"": ""the golden face"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the dead - white face"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",13
107,Not that the Witch looked Aslan exactly in his eyes ; Mrs. Beaver particularly noticed this .,"[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_THOUGHT""}]",13
108,""" You have a traitor there , Aslan , "" said the Witch .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]",13
109,Of course everyone present knew that she meant Edmund .,"[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",13
110,But Edmund had got past thinking about himself after all he 'd been through and after the talk he 'd had that morning .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",13
111,He just went on looking at Aslan .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
112,It did n't seem to matter what the Witch said .,"[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",13
113,""" Well , "" said Aslan .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",13
114,""" His offence was not against you . """,[],13
115,""" Have you forgotten the Deep Magic ? "" asked the Witch .","[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]",13
116,""" Let us say I have forgotten it , "" answered Aslan gravely .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",13
117,""" Tell us of this Deep Magic . """,[],13
118,""" Tell you ? "" said the Witch , her voice growing suddenly shriller .","[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]",13
119,""" Tell you what is written on that very Table of Stone which stands beside us ?",[],13
120,Tell you what is written in letters deep as a spear is long on the trunk of the World Ash Tree ?,[],13
121,Tell you what is engraved on the sceptre of the Emperor - Beyond - the - Sea ?,[],13
122,You at least know the magic which the Emperor put into Narnia at the very beginning .,[],13
123,"You know that every traitor belongs to me as my lawful prey and that for every treachery I have a right to a kill . """,[],13
124,""" Oh , "" said Mr. Beaver .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",13
125,""" So _that's_ how you came to imagine yourself a Queen -- because you were the Emperor 's hangman .",[],13
126,"I see . """,[],13
127,""" Peace , Beaver , "" said Aslan , with a very low growl .","[{""text"": ""Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",13
128,""" And so , "" continued the Witch , "" that human creature is mine .","[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]",13
129,His life is forfeit to me .,[],13
130,"His blood is my property . """,[],13
131,""" Come and take it then , "" said the Bull with the man 's head in a great bellowing voice .","[{""text"": ""the Bull with the man 's head"", ""canonical"": ""Minotaur"", ""label"": ""ACTIVE_SPEAKER""}]",13
132,""" Fool , "" said the Witch with a savage smile that was almost a snarl , "" do you really think your master can rob me of my rights by mere force ?","[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]",13
133,He knows the Deep Magic better than that .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
134,"He knows that unless I have blood as the Law says all Narnia will be overturned and perish in fire and water . ""","[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
135,""" It is very true , "" said Aslan ; "" I do not deny it . ""","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",13
136,""" Oh , Aslan ! "" whispered Susan in the Lion 's ear , "" ca n't we -- I mean , you wo n't , will you ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the Lion"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
137,Ca n't we do something about the Deep Magic ?,[],13
138,"Is n't there something you can work against it ? """,[],13
139,""" Work against the Emperor 's magic ? "" said Aslan turning to her with something like a frown on his face .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""her"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}]",13
140,And nobody ever made that suggestion to him again .,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
141,"Edmund was on the other side of Aslan , looking all the time at Aslan 's face .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
142,"He felt a choking feeling and wondered if he ought to say something ; but a moment later he felt that he was not expected to do anything except to wait , and do what he was told .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",13
143,""" Fall back , all of you , "" said Aslan , "" and I will talk to the Witch alone . ""","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",13
144,They all obeyed .,[],13
145,It was a terrible time this -- waiting and wondering while the Lion and the Witch talked earnestly together in low voices .,"[{""text"": ""the Lion"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]",13
146,"Lucy said , "" Oh , Edmund ! "" and began to cry .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}]",13
147,Peter stood with his back to the others looking out at the distant sea .,"[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",13
148,The Beavers stood holding each other 's paws with their heads bowed .,"[{""text"": ""The Beavers"", ""canonical"": ""The Beavers"", ""label"": ""ACTIVE_PERFORMER""}]",13
149,The centaurs stamped uneasily with their hoofs .,[],13
150,"But everyone became perfectly still in the end , so that you noticed even small sounds like a bumble bee flying past , or the birds in the forest down below them , or the wind rustling the leaves .",[],13
151,And still the talk between Aslan and the White Witch went on .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the White Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]",13
152,At last they heard Aslan 's voice .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
153,""" You can all come back , "" he said .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",13
154,""" I have settled the matter .",[],13
155,"She has renounced the claim on your brother 's blood . ""","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""your brother"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",13
156,"And all over the hill there was a noise as if everyone had been holding his breath and had now begun breathing again , and then a murmur of talk .",[],13
157,They began to come back to Aslan 's throne .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",13
158,"The Witch was just turning away with a look of fierce joy on her face when she stopped and said ,","[{""text"": ""The Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]",13
159,""" But how do I know this promise will be kept ? """,[],13
160,""" Wow ! "" roared Aslan half rising from his throne ; and his great mouth opened wider and wider and the roar grew louder and louder , and the Witch , after staring for a moment with her lips wide apart , picked up her skirts and fairly ran for her life .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]",13
1,"As soon as the Witch had gone Aslan said , "" We must move from this place at once , it will be wanted for other purposes .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
2,"We shall encamp to - night at the Fords of Beruna . """,[],14
3,Of course everyone was dying to ask him how he had arranged matters with the Witch ; but his face was stern and everyone 's ears were still ringing with the sound of his roar and so nobody dared .,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",14
4,"After a meal , which was taken in the open air on the hill - top ( for the sun had got strong by now and dried the grass ) they were busy for a while taking the pavilion down and packing things up .",[],14
5,"Before two o'clock they were on the march and set off in a North - Westerly direction , walking at an easy pace for they had not far to go .",[],14
6,During the first part of the journey Aslan explained to Peter his plan of campaign .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}]",14
7,""" As soon as she has finished her business in these parts , "" he said , "" the Witch and her crew will almost certainly fall back to her house and prepare for a siege .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",14
8,"You may or may not be able to cut her off and prevent her from reaching it . ""","[{""text"": ""You"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",14
9,He then went on to outline two plans of battle -- one for fighting the Witch and her people in the wood and another for assaulting her castle .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",14
10,"And all the time he was advising Peter how to conduct the operations , saying things like , "" You must put your centaurs in such and such a place "" or "" You must post scouts to see that she does n't do so - and - so , "" till at last Peter said ,","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
11,""" But you will be there yourself , Aslan . ""","[{""text"": ""you"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}]",14
12,""" I can give you no promise of that , "" answered the Lion .","[{""text"": ""I"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""you"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Lion"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
13,And he continued giving Peter his instructions .,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}]",14
14,For the last part of the journey it was Susan and Lucy who saw most of him .,"[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
15,He did not talk very much and seemed to them to be sad .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_THOUGHT""}]",14
16,It was still afternoon when they came down to a place where the river valley had widened out and the river was broad and shallow .,[],14
17,This was the Fords of Beruna and Aslan gave orders to halt on this side of the water .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
18,"But Peter said ,","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
19,""" Would n't it be better to camp on the far side -- for fear she should try a night attack or anything ? ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",14
20,"Aslan who seemed to have been thinking about something else roused himself with a shake of his magnificent mane and said , "" Eh ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
21,"What 's that ? """,[],14
22,Peter said it all over again .,"[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
23,""" No , "" said Aslan in a dull voice , as if it did n't matter .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
24,""" No .",[],14
25,"She will not make an attack to - night . ""","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",14
26,And then he sighed deeply .,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
27,"But presently he added , "" All the same it was well thought of .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
28,That is how a soldier ought to think .,[],14
29,"But it does n't really matter . """,[],14
30,So they proceeded to pitch their camp .,[],14
31,Aslan 's mood affected everyone that evening .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_THOUGHT""}]",14
32,Peter was feeling uncomfortable too at the idea of fighting the battle on his own ; the news that Aslan might not be there had come as a great shock to him .,"[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
33,Supper that evening was a quiet meal .,[],14
34,Everyone felt how different it had been last night or even that morning .,[],14
35,"It was as if the good times , having just begun , were already drawing to their end .",[],14
36,This feeling affected Susan so much that she could n't get to sleep when she went to bed .,"[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",14
37,And after she had lain counting sheep and turning over and over she heard Lucy give a long sigh and turn over just beside her in the darkness .,"[{""text"": ""she"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",14
38,""" Ca n't you get to sleep either ? "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
39,""" No , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
40,""" I thought you were asleep .","[{""text"": ""you"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}]",14
41,"I say , Susan ? ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}]",14
42,""" What ? """,[],14
43,""" I 've a most horrible feeling -- as if something were hanging over us . """,[],14
44,""" Have you ?",[],14
45,"Because , as a matter of fact , so have I. """,[],14
46,""" Something about Aslan , "" said Lucy .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
47,""" Either some dreadful thing that is going to happen to him , or something dreadful that he 's going to do . ""","[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
48,""" There 's been something wrong with him all afternoon , "" said Susan .","[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
49,""" Lucy !","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]",14
50,What was that he said about not being with us at the battle ?,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
51,"You do n't think he could be stealing away and leaving us to - night , do you ? ""","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
52,""" Where is he now ? "" said Lucy .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
53,""" Is he here in the pavilion ? ""","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
54,""" I do n't think so . """,[],14
55,""" Susan !","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}]",14
56,Let 's go outside and have a look round .,[],14
57,"We might see him . ""","[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
58,""" All right .",[],14
59,"Let 's , "" said Susan , "" we might just as well be doing that as lying awake here . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
60,Very quietly the two girls groped their way among the other sleepers and crept out of the tent .,"[{""text"": ""two girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""two girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",14
61,The moonlight was bright and everything was quite still except for the noise of the river chattering over the stones .,[],14
62,"Then Susan suddenly caught Lucy 's arm and said , "" Look ! ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]",14
63,"On the far side of the camping ground , just where the trees began , they saw the Lion slowly walking away from them into the wood .","[{""text"": ""Lion"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
64,Without a word they both followed him .,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
65,He led them up the steep slope out of the river valley and then slightly to the left -- apparently by the very same route which they had used that afternoon in coming from the Hill of the Stone Table .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
66,"On and on he led them , into dark shadows and out into pale moonlight , getting their feet wet with the heavy dew .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
67,He looked somehow different from the Aslan they knew .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
68,"His tail and his head hung low and he walked slowly as if he were very , very tired .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
69,"Then , when they were crossing a wide open place where there were no shadows for them to hide in , he stopped and looked round .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
70,It was no good trying to run away so they came towards him .,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
71,"When they were closer he said ,","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
72,""" Oh , children , children , why are you following me ? """,[],14
73,""" We could n't sleep , "" said Lucy -- and then felt sure that she need say no more and that Aslan knew all they had been thinking .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_THOUGHT""}]",14
74,""" Please , may we come with you -- wherever you 're going ? "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
75,""" Well -- "" said Aslan and seemed to be thinking .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
76,"Then he said , "" I should be glad of company to - night .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
77,"Yes , you may come , if you will promise to stop when I tell you , and after that leave me to go on alone . """,[],14
78,""" Oh , thank you , thank you .",[],14
79,"And we will , "" said the two girls .",[],14
80,Forward they went again and one of the girls walked on each side of the Lion .,"[{""text"": ""Lion"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
81,But how slowly he walked !,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
82,"And his great , royal head drooped so that his nose nearly touched the grass .","[{""text"": ""his"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
83,Presently he stumbled and gave a low moan .,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
84,""" Aslan !","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}]",14
85,"Dear Aslan ! "" said Lucy , "" what is wrong ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
86,"Ca n't you tell us ? """,[],14
87,""" Are you ill , dear Aslan ? "" asked Susan .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",14
88,""" No , "" said Aslan .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
89,""" I am sad and lonely .",[],14
90,"Lay your hands on my mane so that I can feel you are there and let us walk like that . """,[],14
91,"And so the girls did what they would never have dared to do without his permission but what they had longed to do ever since they first saw him -- buried their cold hands in the beautiful sea of fur and stroked it and , so doing , walked with him .","[{""text"": ""girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
92,And presently they saw that they were going with him up the slope of the hill on which the Stone Table stood .,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
93,"They went up at the side where the trees came furthest up , and when they got to the last tree ( it was one that had some bushes about it ) Aslan stopped and said ,","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]",14
94,""" Oh , children , children .",[],14
95,Here you must stop .,[],14
96,"And whatever happens , do not let yourselves be seen .",[],14
97,"Farewell . """,[],14
98,"And both the girls cried bitterly ( though they hardly knew why ) and clung to the Lion and kissed his mane and his nose and his paws and his great , sad eyes .","[{""text"": ""girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lion"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
99,Then he turned from them and walked out onto the top of the hill .,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]",14
100,"And Lucy and Susan , crouching in the bushes , looked after him and this is what they saw .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",14
101,A great crowd of people were standing all round the Stone Table and though the moon was shining many of them carried torches which burned with evil - looking red flames and black smoke .,[],14
102,But such people !,[],14
103,"Ogres with monstrous teeth , and wolves , and bull - headed men ; spirits of evil trees and poisonous plants ; and other creatures whom I wo n't describe because if I did the grown - ups would probably not let you read this book -- Cruels and Hags and Incubuses , Wraiths , Horrors , Efreets , Sprites , Orknies , Wooses , and Ettins .",[],14
104,In fact here were all those who were on the Witch 's side and whom the Wolf had summoned at her command .,"[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Wolf"", ""canonical"": ""Maugrim"", ""label"": ""ACTIVE_PERFORMER""}]",14
105,"And right in the middle , standing by the Table , was the Witch herself .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]",14
106,"A howl and a gibber of dismay went up from the creatures when they first saw the great Lion pacing towards them , and for a moment the Witch herself seemed to be struck with fear .","[{""text"": ""Lion"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_THOUGHT""}]",14
